,sentence,difficulty
842,"Il s'enroula autour de la cheville du petit prince, comme un bracelet d'or :

- Celui que je touche, je le rends à la terre dont il est sorti, dit-il encore.",B1
843,Mais tu es pur et tu viens d'une étoile...,A2
844,Le petit prince ne répondit rien.,A2
845,"- Tu me fais pitié, toi si faible, sur cette Terre de granit.",B1
846,Je puis t'aider un jour si tu regrettes trop ta planète.,B1
847,"Je puis ...

- Oh !",A1
848,"J'ai très bien compris, fit le petit prince, mais pourquoi parles-tu toujours par énigmes ?",B1
849,"- Je les résous toutes, dit le serpent.",A2
850,Et ils se turent.,A2
851,"Une fleur à trois pétales, une fleur de rien du tout...

- Bonjour, dit le prince.",A2
852,"- Bonjour, dit la fleur.",A1
853,- Où sont les hommes ?,A2
854,demanda poliment le petit prince.,B2
855,"La fleur, un jour, avait vu passer une caravane

- Les hommes ?",B1
856,"Il en existe, je crois, six ou sept. Je les ai aperçus il y a des années.",A2
857,Mais on ne sait jamais où les trouver.,A2
858,Le vent les promène.,B1
859,"Ils manquent de racines, ça les gêne beaucoup.",B1
860,"- Adieu, fit le petit prince.",A2
861,"- Adieu, dit la fleur.",A2
862,Les seules montagnes qu'il eût jamais connues étaient les trois volcans qui lui arrivaient au genou.,C1
863,Et il se servait du volcan éteint comme d'un tabouret.,B1
864,"""D'une montagne haute comme celle-ci, se dit-il donc, j'apercevrai d'un coup toute la planète et tous les hommes...""Mais il n'aperçut rien que des aiguilles de roc bien aiguisées.",B1
865,"- Bonjour, dit-il à tout hasard.",A2
866,- Bonjour... bonjour... bonjour... répondit l'écho.,B2
867,- Qui êtes-vous ?,A2
868,dit le petit prince.,A2
869,- Qui êtes-vous... qui êtes-vous... qui êtes-vous... répondit l'écho.,B1
870,"- Soyez mes amis, je suis seul, dit-il.",A2
871,- Je suis seul ... je suis seul... je suis seul ... répondit l'écho.,C1
872,"""Quelle drôle de planète !",B1
873,pensa-t-il alors.,B2
874,"Elle est toute sèche, et toute pointue et toute salée.",B1
875,Et les hommes manquent d'imagination.,B1
876,Et les routes vont toutes chez les hommes.,A2
877,"- Bonjour, dit-il.",A2
878,C'était un jardin fleuri de roses.,A2
879,"- Bonjour, dirent les roses.",B1
880,Le petit prince les regarda.,A2
881,Elles ressemblaient toutes à sa fleur.,B2
882,- Qui êtes-vous ?,A2
883,"Leur demanda-t-il, stupéfait.",B2
884,"- Nous sommes des roses, dirent les roses.",A2
885,- Ah !,A1
886,fit le petit prince...,A2
887,Et il se sentit très malheureux.,B1
888,Sa fleur lui avait raconté qu'elle était seule de son espèce dans l'univers.,B1
889,"Et voici qu'il en était cinq mille, toutes semblables, dans un seul jardin !",B1
890,"""Elle serait bien vexée, se dit-il, si elle voyait ça... elle tousserait énormément et ferait semblant de mourir pour échapper au ridicule.",B1
891,"Et je serais bien obligé de faire semblant de la soigner, car, sinon, pour m'humilier moi aussi, elle se laisserait vraiment mourir...""

Puis il se dit encore :""Je me croyais riche d'une fleur unique, et je ne possède qu'une rose ordinaire.",B1
892,"Ça et mes trois volcans qui m'arrivent au genou, et dont l'un, peut-être, est éteint pour toujours, ça ne fait pas de moi un bien grand prince ...""Et, couché dans l'herbe, il pleura.",B1
893,"- Bonjour, dit le renard.",A1
894,"- Bonjour, répondit poliment le petit prince, qui se retourna mais ne vit rien.",B1
895,"- Je suis là, dit la voix, sous le pommier...

- Qui es-tu ?",A2
896,dit le Petit prince.,A2
897,"Tu es bien joli...

- Je suis un renard, dit le renard.",A2
898,"- Viens jouer avec moi, lui proposa le petit prince.",A2
899,"Je suis tellement triste...

- Je ne puis pas jouer avec toi, dit le renard.",A2
900,Je ne suis pas apprivoisé.,A2
901,- Ah !,A1
902,"Pardon, fit le petit prince.",A2
903,"Mais, après réflexion, il ajouta :

- Qu'est-ce que signifie""apprivoiser""?",B2
904,"- Tu n'es pas d'ici, dit le renard, que cherches-tu ?",A2
905,"- Je cherche les hommes, dit le petit prince.",A2
906,"Qu'est ce que signifie""apprivoiser""?",B1
907,"- Les hommes, dit le renard, ils ont des fusils et ils chassent.",A2
908,C'est bien gênant !,A2
909,Ils élèvent aussi des poules.,A1
910,C'est leur seul intérêt.,B1
911,Tu cherches des poules ?,A1
912,"- Non, dit le petit prince.",A2
913,Je cherche des amis.,A1
914,"Qu'est-ce que signifie""apprivoiser""?",B2
915,"- C'eft une chose trop oubliée, dit le renard.",B1
916,"Ça signifie""créer des liens...""

- Créer des liens ?",B1
917,"- Bien sûr, dit le renard.",A2
918,Tu n'es encore pour moi qu'un petit garçon tout semblable à cent mille petits garçons.,B1
919,Et je n'ai pas besoin de toi.,A2
920,Et tu n'as pas besoin de moi non plus.,A2
921,Je ne suis pour toi qu'un renard semblable à cent raille renards.,B1
922,"Mais, si tu m'apprivoises, nous aurons besoin l'un de l'autre.",B1
923,Tu seras pour moi unique au monde.,A2
924,"je serai pour toi unique au monde...

- je commence à comprendre, dit le petit prince.",A2
925,"Il y a une fleur... je crois qu'elle m'a apprivoisé...

- C'est possible, dit le renard.",A2
926,"On voit sur la Terre toutes sortes de choses...

- Oh !",A2
927,"ce n'est pas sur la Terre, dit le petit prince.",A2
928,"Le renard parut très intrigué

- Sur une autre planète ?",B2
929,- Oui.,A1
930,"- Il y a des chasseurs, sur cette planète-là ?",A2
931,- Non.,A1
932,"- ça, c'est intéressant !",A2
933,Et des poules ?,A1
934,- Non.,A1
935,"- Rien n'est parfait, soupira le renard.",B1
936,"Mais le renard revint à son idée :

- Ma vie est monotone.",B1
937,"Je chasse les poules, les hommes me chassent.",A1
938,"Toutes les poules se ressemblent, et tous les hommes se ressemblent.",A2
939,Je m'ennuie donc un peu.,A2
940,"Mais, si tu m'apprivoises, ma vie sera comme ensoleillée.",B1
941,Je connaîtrai un bruit de pas qui sera différent de tous les autres.,B1
942,Les autres pas me font rentrer sous terre.,A2
943,"Le tien m'appellera hors du terrier, comme une musique.",B1
944,Et puis regarde !,A2
945,"Tu vois, là-bas, les champs de blé ?",A1
946,Je ne mange pas de pain.,A1
947,Le blé pour moi est inutile.,A2
948,Les champs de blé ne me rappellent rien.,A2
949,"Et ça, c'est triste !",A2
950,Mais tu as des cheveux couleur d'or.,A1
951,Alors ce sera merveilleux quand tu m'auras apprivoisé !,B1
952,"Le blé, qui est doré, me fera souvenir de toi.",B1
953,Et j'aimerai le bruit du vent dans le blé...,A2
954,"Le renard se tut et regarda longtemps le petit prince :

- S'il te plaît... apprivoise-moi !",A2
955,dit-il.,A2
956,"- Je veux bien, répondit le petit prince, mais je n'ai pas beaucoup de temps.",A2
957,J'ai des amis à découvrir et beaucoup de choses à connaître.,A2
958,"- On ne connaît que les choses que l'on apprivoise, dit le renard.",B1
959,Les hommes n'ont plus le temps de rien connaître.,A2
960,Ils achètent des choses toutes faites chez les marchands.,A2
961,"Mais comme il n'existe point de marchands d'amis, les hommes n'ont plus d'amis.",B1
962,"Si tu veux un ami, apprivoise-moi !",A2
963,- Que faut-il faire ?,A2
964,dit le petit prince.,A2
965,"- Il faut être très patient, répondit le renard.",A2
966,"Tu t'assoiras d'abord un peu loin de moi, comme ça, dans l'herbe.",A1
967,Je te regarderai du coin de l'oeil et tu ne diras rien.,A2
968,Le langage est source de malentendus.,B2
969,"Mais, chaque jour, tu pourras t'asseoir un peu plus près...",A2
970,Le lendemain revint le petit prince.,A2
971,"- Il eût mieux valu revenir à la même heure, dit le renard.",B1
972,"Si tu viens, par exemple, à quatre heures de l'après-midi, dès trois heures je commencerai d'être heureux.",A2
973,"Plus l'heure avancera, plus je me sentirai heureux.",A2
974,"À quatre heures, déjà, je m'agiterai et m'inquiéterai; je découvrirai le prix du bonheur !",B1
975,"Mais si tu viens n'importe quand, je ne saurai jamais à quelle heure m'habiller le coeur... Il faut des rites.",B1
976,- Qu'est-ce qu'un rite ?,A1
977,dit le petit prince.,A2
978,"- C'est aussi quelque chose de trop oublié, dit le renard.",B1
979,"C'est ce qui fait qu'un jour est différent des autres jours, une heure, des autres heures.",A2
980,"Il y a un rite, par exemple, chez mes chasseurs.",B1
981,Ils dansent le jeudi avec les filles du village.,A1
982,Alors le jeudi est jour merveilleux !,A1
983,Je vais me promener jusqu'à la vigne.,A2
984,"Si les chasseurs dansaient n'importe quand, les jours se ressembleraient tous, et je n'aurais point de vacances.",B1
985,Ainsi le petit prince apprivoisa le renard.,B1
986,"Et quand l'heure du départ fut proche :

- Ah !",B1
987,dit le renard... Je pleurerai.,A2
988,"- C'est ta faute, dit le petit prince, je ne te souhaitais point de mal, mais tu as voulu que je t'apprivoise...

Bien sûr, dit le renard.",A2
989,- Mais tu vas pleurer !,A2
990,dit le petit prince.,A2
991,"- Bien sûr, dit le renard.",A2
992,- Alors tu n'y gagnes rien !,A2
993,"- J'y gagne, dit le renard, à cause de la couleur du blé.",A2
994,"Puis il ajouta :

- Va revoir les roses.",B1
995,Tu comprendras que la tienne est unique au monde.,A2
996,"Tu reviendras me dire adieu, et je te ferai cadeau d'un secret.",A2
997,Le petit prince s'en fut revoir les roses.,A2
998,"- Vous n'êtes pas du tout semblables à ma rose, vous n'êtes rien encore, leur dit-il.",A2
999,Personne ne vous a apprivoisées et vous n'avez apprivoisé personne.,A2
1000,Vous êtes comme était mon renard.,A2
1001,Ce n'était qu'un renard semblable à cent mille autres.,B1
1002,"Mais j'en ai fait mon ami, et il est maintenant unique au monde.",A2
1003,Et les roses étaient gênées.,B1
1004,"- Vous êtes belles, mais vous êtes vides, leur dit-il encore.",B1
1005,On ne peut pas mourir pour vous.,A2
1006,"Bien sûr, ma rose à moi, un passant ordinaire croirait qu'elle vous ressemble.",A2
1007,"Mais à elle seule elle est plus importante que vous toutes, puisque c'est elle que j'ai arrosée.",A2
1008,Puisque c'est elle que j'ai mise sous globe.,A2
1009,Puisque c'est elle que j'ai abritée par le paravent.,B1
1010,Puisque c'est elle dont j'ai tué les chenilles (sauf les deux ou trois pour les papillons).,B1
1011,"Puisque c'est elle que j'ai écoutée se plaindre, ou se vanter, ou même quelquefois se taire.",B1
1012,Puisque c'est ma rose.,A2
1013,"Et il revint vers le renard

- Adieu, dit-il...

- Adieu, dit le renard.",A2
1014,Voici mon secret.,A1
1015,Il est très simple : on ne voit bien qu'avec le coeur.,A2
1016,L'essentiel est invisible pour les yeux.,B1
1017,"- L'essentiel est invisible pour les yeux, répéta le petit prince, afin de se souvenir.",B1
1018,- C'est le temps que tu as perdu pour ta rose qui fait ta rose si importante.,A2
1019,"- C'est le temps que j'ai perdu pour ma rose... fit le petit prince, afin de se souvenir.",A2
1020,"- Les hommes ont oublié cette vérité, dit le renard.",A2
1021,Mais tu ne dois pas l'oublier.,A2
1022,Tu deviens responsable pour toujours de ce que tu as apprivoisé.,B1
1023,"Tu es responsable de ta rose ...

- Je suis responsable de ma rose ... répéta le petit prince, afin de se souvenir.",B1
1024,"- Bonjour, dit l'aiguilleur.",A2
1025,- Que fais-tu ici ?,A2
1026,dit le petit prince.,A2
1027,"- Je trie les voyageurs, par paquets de mille, dit l'aiguilleur.",B2
1028,"J'expédie les trains qui les emportent, tantôt vers la droite, tantôt vers la gauche.",B2
1029,"Et un rapide illuminé, grondant comme le tonnerre, fit trembler la cabine d'aiguillage.",C1
1030,"- Ils sont bien pressés, dit le petit prince.",A2
1031,Que cherchent-ils ?,A2
1032,"- L'homme de la locomotive l'ignore lui-même, dit l'aiguilleur.",B1
1033,"Et gronda, en sens inverse, un second rapide illuminé.",C1
1034,- Ils reviennent déjà ?,A2
1035,"demanda le petit prince...

- Ce ne sont pas les mêmes, dit l'aiguilleur.",A2
1036,C'est un échange.,A2
1037,"- Ils n'étaient pas contents, là où ils étaient ?",A2
1038,"- On n'est jamais content là où l'on est, dit l'aiguilleur.",A2
1039,Et gronda le tonnerre d'un troisième rapide illuminé.,C1
1040,- Ils poursuivent les premiers voyageurs ?,B2
1041,demanda le petit prince.,A2
1042,"- Ils ne poursuivent rien du tout, dit l'aiguilleur.",A2
1043,"Ils dorment là dedans, ou bien ils bâillent.",A2
1044,Les enfants seuls écrasent leur nez contre les vitres.,B1
1045,"- Les enfants seuls savent ce qu'ils cherchent, fit le petit prince.",A2
1046,"Ils perdent du temps pour une poupée de chiffons, et elle devient très importante, et si on la leur enlève, ils pleurent...

- Ils ont de la chance, dit l'aiguilleur.",A2
1047,"- Bonjour, dit le marchand.",A1
1048,C'était un marchand de pilules perfectionnées qui apaisent la soi£ On en avale une par semaine et l'on n'éprouve plus le besoin de boire.,B2
1049,- Pourquoi vends-tu ça ?,A2
1050,dit le petit prince.,A2
1051,"- C'est une grosse économie de temps, dit le marchand.",B1
1052,Les experts ont fait des calculs.,A2
1053,On épargne cinquante-trois minutes par semaine.,B2
1054,- Et que fait-on de ces cinquante-trois minutes ?,A2
1055,- Ah !,A1
1056,"Dis-je au petit prince, ils sont bien jolis, tes souvenirs, mais je n'ai pas encore réparé mon avion, je n'ai plus rien à boire, et je serais heureux, moi aussi, si je pouvais marcher tout doucement vers une fontaine

- Mon ami le renard, me dit-il...

- Mon petit bonhomme, il ne s'agit plus du renard 1

- Pourquoi ?",B1
1057,"- Parce qu'on va mourir de soif...

Il ne comprit pas mon raisonnement, il me répondit :

- C'est bien d'avoir eu un ami, même si l'on va mourir.",A2
1058,"Moi, je suis bien content d'avoir eu un ami renard...

""Il ne mesure pas le danger, me dis-je.",A2
1059,Il n'a jamais ni faim ni soif.,A2
1060,"Un peu de soleil lui suffit...""

Mais il me regarda et répondit à ma pensée

- J'ai soif aussi... cherchons un puits...

J'eus un geste de lassitude : il est absurde de chercher un puits, au hasard, dans l'immensité du désert.",B2
1061,Cependant nous nous mîmes en marche.,B2
1062,"Quand nous eûmes marché, des heures, en silence, la nuit tomba, et les étoiles commencèrent de s'éclairer.",C2
1063,"Je les apercevais comme en rêve, ayant un peu de fièvre, à cause de ma soif.",B2
1064,Les mots du petit prince dansaient dans ma mémoire.,B1
1065,"- Tu as donc soif, toi aussi ?",A2
1066,Lui demandai-je.,B2
1067,Mais il ne répondit pas à ma question.,A2
1068,"Il me dit simplement :

- L'eau peut aussi être bonne pour le coeur...

je ne compris pas sa réponse mais je me tus... Je savais bien qu'il ne fallait pas l'interroger.",B1
1069,Il était fatigué.,A2
1070,Il s'assit.,A1
1071,Je m'assis auprès de lui.,A2
1072,"Et, après un silence, il dit encore :

- Les étoiles sont belles, à cause d'une fleur que l'on ne voit pas...

Je répondis""bien sûr""et je regardai, sans parler, les plis du sable sous la lune.",B1
1073,"- Le désert est beau, ajouta-t-il.",B2
1074,Et c'était vrai.,A2
1075,J'ai toujours aimé le désert.,A1
1076,On s'assoit sur une dune de sable.,A2
1077,On ne voit rien.,A1
1078,On n'entend rien.,A1
1079,"Et cependant quelque chose rayonne en silence...

- Ce qui embellit le désert, dit le petit prince, c'est qu'il cache un puits quelque part...

Je fus surpris de comprendre soudain ce mystérieux rayonnement du sable.",B1
1080,"Lorsque j'étais petit garçon j'habitais une maison ancienne, et la légende racontait qu'un trésor y était enfoui.",B1
1081,"Bien sûr, jamais personne n'a su le découvrir, ni peut-être même ne l'a cherché.",A2
1082,Mais il enchantait toute cette maison.,A2
1083,"Ma maison cachait un secret au fond de son coeur...

- Oui, dis-je au petit prince, qu'il s'agisse de la maison, des étoiles ou du désert, ce qui fait leur beauté est invisible !",B1
1084,"- Je suis content, dit-il, que tu sois d'accord avec mon renard.",A2
1085,"Comme le petit prince s'endormait, je le pris dans mes bras, et me remis en route.",A2
1086,J'étais ému.,A2
1087,Il me semblait porter un trésor fragile.,B1
1088,Il me semblait même qu'il n'y eût rien de plus fragile sur la Terre.,B1
1089,"Je regardais, à la lumière de la lune, ce front pâle, ces yeux clos, ces mèches de cheveux qui tremblaient au vent, et je me disais :""Ce que je vois là n'est qu'une écorce.",B2
1090,"Le plus important est invisible...""

Comme ses lèvres entr'ouvertes ébauchaient un demisourire je me dis encore :""Ce qui m'émeut si fort de ce petit prince endormi, c'est sa fidélité pour une fleur, c'est l'image d'une rose qui rayonne en lui comme la flamme d'une lampe, même quand il dort...""Et je le devinai plus fragile encore.",C2
1091,Il faut bien protéger les lampes : un coup de vent peut les éteindre...,B1
1092,"Et, marchant ainsi, je découvris le puits au lever du jour.",B2
1093,Alors il s'agitent et tournent en rond...,A2
1094,"Et il ajouta :

- Ce n'est pas la peine...",A2
1095,Le puits que nous avions atteint ne ressemblait pas aux puits sahariens.,B2
1096,Les puits sahariens sont de simples trous creusés dans le sable.,B2
1097,Celui-là ressemblait à un puits de village.,B1
1098,"Mais il n'y avait là aucun village, et je croyais rêver.",B1
1099,"- C'est étrange, dis-je au petit prince, tout est prêt la poulie, le seau et la corde...

Il rit, toucha la corde, fit jouer la poulie.",A2
1100,"Et la poulie gémit comme gémit une vieille girouette quand le vent a longtemps dormi,

- Tu entends, dit le petit prince, nous réveillons ce puits et il chante...

Je ne voulais pas qu'il fît un effort

- Laisse-moi faire, lui dis-je, c'est trop lourd pour toi.",B2
1101,Lentement je hissai le seau jusqu'à la margelle.,C2
1102,Je l'y installai bien d'aplomb.,B1
1103,"Dans mes oreilles durait le chant de la poulie et, dans l'eau qui tremblait encore, je voyais trembler le soleil.",C2
1104,"- J'ai soif de cette eau-là, dit le petit prince, donne moi à boire...",A2
1105,"Et je compris ce qu'il avait cherché

Je soulevai le seau jusqu'à ses lèvres.",B1
1106,"Il but, les yeux fermés.",B1
1107,C'était doux comme une fête.,A2
1108,Cette eau était bien autre chose qu'un aliment.,B1
1109,"Elle était née de la marche sous les étoiles, du chant de la poulie, de l'effort de mes bras.",C2
1110,"Elle était bonne pour le coeur, comme un cadeau.",A2
1111,"Lorsque j'étais petit garçon, la lumière de l'arbre de Noël, la musique de la messe de minuit, la douceur des sourires faisaient ainsi tout le rayonnement du cadeau de Noël que je recevais.",B1
1112,"- Les hommes de chez toi, dit le petit prince, cultivent cinq mille roses dans un même jardin... et ils n'y trouvent pas ce qu'ils cherchent...

- Ils ne le trouvent pas, répondis-je...

- Et cependant ce qu'ils cherchent pourrait être trouvé dans une seule rose ou un peu d'eau...

- Bien sûr, répondis-je.",B1
1113,"Et le petit prince ajouta :

- Mais les yeux sont aveugles.",B1
1114,Il faut chercher avec le coeur.,A2
1115,J'avais bu.,A2
1116,Je respirais bien.,A2
1117,"Le sable, au lever du jour, est couleur de miel.",A2
1118,J'étais heureux aussi de cette couleur de miel.,A2
1119,"Pourquoi fallait-il que j'eusse de la peine...

- Il faut que tu tiennes ta promesse, me dit doucement le petit prince, qui, de nouveau, s'était assis auprès de moi.",B1
1120,- Quelle promesse?,A2
1121,- Tu sais... une muselière pour mon mouton... je suis responsable de cette fleur !,A2
1122,Je sortis de ma poche mes ébauches de dessin.,B2
1123,"Le petit prince les aperçut et dit en riant :

- Tes baobabs, ils ressemblent un peu à des choux...

- Oh!",B1
1124,Moi qui étais si fier des baobabs !,B1
1125,"- Ton renard... ses oreilles... elles ressemblent un peu à des cornes... et elles sont trop longues

Et il rit encore.",A2
1126,"- Tu es injuste, petit bonhomme, je ne savais rien
dessiner que les boas fermés et les  boas ouverts.",B1
1127,- Oh !,A2
1128,"ça ira, dit-il, les enfants savent.",A2
1129,Je crayonnai donc une muselière.,B2
1130,"Et j'eus le coeur serré en la lui donnant :

- Tu as des projets que j'ignore...

Mais il ne me répondit pas.",B1
1131,"Il me dit

- Tu sais, ma chute sur la Terre... c'en sera demain l'anniversaire...

Puis, après un silence, il dit encore

- J'étais tombé tout près d'ici...",A2
1132,Et il rougit.,B1
1133,"Et de nouveau, sans comprendre pourquoi, j'éprouvai un chagrin bizarre.",B2
1134,"Cependant une question me vint :

- Alors ce n'est pas par hasard que, le matin où je t'ai connu, il y a huit jours, tu te promenais comme ça, tout seul, à mille milles de toutes les régions habitées ?",B1
1135,Tu retournais vers le point de ta chute ?,A2
1136,Le petit prince rougit encore.,A2
1137,"Et j'ajoutai, en hésitant :

- À cause, peut-être, de l'anniversaire ?...",B1
1138,Le petit prince rougit de nouveau.,A2
1139,"Il ne répondait jamais aux questions, mais, quand on rougit, ça signifie""oui"", n'est-ce pas ?",B1
1140,- Ah !,A1
1141,"lui dis-je, j'ai peur...

Mais il me répondit :

- Tu dois maintenant travailler.",A2
1142,Tu dois repartir vers ta machine.,A2
1143,je t'attends ici.,A1
1144,"Reviens demain soir...

Mais je n'étais pas rassuré.",A2
1145,Je me souvenais du renard.,A2
1146,"Lorsque je revins de mon travail, le lendemain soir, j'aperçus de loin mon petit prince assis là-haut, les jambes pendantes.",B1
1147,"Et je l'entendis qui parlait :

- Tu ne t'en souviens donc pas ?",B1
1148,disait-il.,B1
1149,Ce n'est pas tout à fait ici !,A2
1150,"Une autre voix lui répondit sans doute, puisqu'il répliqua :

- Si !",C1
1151,Si !,A1
1152,"C'est bien le jour, mais ce n'est pas ici l'endroit...

Je poursuivis ma marche vers le mur.",A2
1153,Je ne voyais ni n'entendais toujours personne.,A2
1154,"Pourtant le petit prince répliqua de nouveau :

- ... Bien sûr.",B1
1155,Tu verras où commence ma trace dans le sable.,A2
1156,Tu n'as qu'à m'y attendre.,A2
1157,J'y serai cette nuit.,A1
1158,J'étais à vingt mètres du mur et je ne voyais toujours rien.,A2
1159,"Le petit prince dit encore, après un silence 

- Tu as du bon venin ?",B1
1160,Tu es sûr de ne pas me faire souffrir longtemps ?,A2
1161,"Je fis halte, le coeur serré, mais je ne comprenais toujours pas.",B1
1162,"- Maintenant, va-t'en, dit-il... je veux redescendre !",A2
1163,"Alors j'abaissai moi-même les yeux vers le pied du mur, et je fis un bond !",B2
1164,"Il était là, dressé vers le petit prince, un de ces serpents jaunes qui vous exécutent en trente secondes.",B1
1165,"Tout en fouillant ma poche pour en tirer mon revolver, je pris le pas de course, mais, au bruit que je fis, le serpent se laissa doucement couler dans le sable, comme un jet d'eau qui meurt, et, sans trop se presser, se faufila entre les pierres avec un léger bruit de métal.",B2
1166,"Je parvins au mur juste à temps pour y recevoir dans les bras mon petit bonhomme de prince, pâle comme la neige.",B1
1167,- Quelle est cette histoire-là !,A2
1168,Tu parles maintenant avec les serpents !,A2
1169,J'avais défait son éternel cache-nez d'or.,B2
1170,Je lui avais mouillé les tempes et l'avais fait boire.,B1
1171,Et maintenant je n'osais plus rien lui demander.,A2
1172,Il me regarda gravement et m'entoura le cou de ses bras.,B1
1173,"je sentais battre son coeur comme celui d'un oiseau qui meurt, quand on l'a tiré à la carabine.",B1
1174,"Il me dit :

,- Je suis content que tu aies trouvé ce qui manquait à ta machine.",A2
1175,"Tu vas pouvoir rentrer chez toi...

- Comment sais-tu ?",A2
1176,"Je venais justement lui annoncer que, contre toute espérance, j'avais réussi mon travail !",B1
1177,"Il ne répondit rien à ma question, mais il ajouta

- Moi aussi, aujourd'hui, je rentre chez moi...

Puis, mélancolique :

- C'est bien plus loin... c'est bien plus difficile...

Je sentais bien qu'il se passait quelque chose d'extraordinaire.",A2
1178,"Je le serrais dans les bras comme un petit enfant, et cependant il me semblait qu'il coulait verticalement dans un abîme sans que je pusse rien pour le retenir...

Il avait le regard sérieux, perdu très loin.",B2
1179,- J'ai ton mouton.,A2
1180,Et j'ai la caisse pour le mouton.,A2
1181,Et j'ai la muselière...,A2
1182,Et il sourit avec mélancolie.,B1
1183,J'attendis longtemps.,B1
1184,"Je sentais qu'il se réchauffait peu à peu :

- Petit bonhomme, tu as eu peur...

Il avait eu peur, bien sûr !",B1
1185,"Mais il rit doucement

- J'aurai bien plus peur ce soir...

De nouveau je me sentis glacé par le sentiment de l'irréparable.",B1
1186,Et je compris que je ne supportais pas l'idée de ne plus jamais entendre ce rire.,A2
1187,C'était pour moi comme une fontaine dans le désert.,A2
1188,"- Petit bonhomme, je veux encore t'entendre rire...

Mais il me dit :

- Cette nuit, ça fera un an.",A2
1189,"Mon étoile se trouvera juste au-dessus de l'endroit où je suis tombé l'année dernière...

- Petit bonhomme, n'est-ce pas que c'est un mauvais rêve cette histoire de serpent et de rendez-vous et d'étoile...

Mais il ne répondit pas à ma question.",A2
1190,"Il me dit

- Ce qui est important, ça ne se voit pas...

- Bien sûr...

- C'est comme pour la fleur.",A2
1191,"Si tu aimes une fleur qui se trouve dans une étoile, c'est doux, la nuit, de regarder le ciel.",A2
1192,Toutes les étoiles sont fleuries.,B1
1193,"- Bien sûr...

- C'est comme pour l'eau.",A2
1194,"Celle que tu m'as donnée à boire était comme une musique, à cause de la poulie et de la corde... tu te rappelles... elle était bonne.",A2
1195,"- Bien sûr...

- Tu regarderas, la nuit, les étoiles.",A2
1196,C'est trop petit chez moi pour que je te montre où se trouve la mienne.,A2
1197,C'est mieux comme ça.,A2
1198,"Mon étoile, ça sera pour toi une des étoiles.",A2
1199,"Alors, toutes les étoiles, tu aimeras les regarder... Elles seront toutes tes amies.",A2
1200,"Et puis je vais te faire un cadeau...

Il rit encore.",A2
1201,- Ah!,A1
1202,"Petit bonhomme, petit bonhomme, j'aime entendre ce rire !",A2
1203,"- Justement ce sera mon cadeau... ce sera comme pour l'eau...

- Que veux-tu dire ?",A2
1204,- Les gens ont des étoiles qui ne sont pas les mêmes.,A2
1205,"Pour les uns, qui voyagent, les étoiles sont des guides.",B1
1206,Pour d'autres elles ne sont rien que de petites lumières.,B1
1207,"Pour d'autres, qui sont savants, elles sont des problèmes.",B1
1208,Pour mon businessman elles étaient de l'or.,A2
1209,Mais toutes ces étoiles-là se taisent.,B1
1210,"Toi, tu auras des étoiles comme personne n'en a...

- Que veux-tu dire ?",A2
1211,"- Quand tu regarderas le ciel, la nuit, puisque j'habiterai dans l'une d'elles, puisque je rirai dans l'une d'elles, alors ce sera pour toi comme si riaient toutes les étoiles.",B1
1212,"Tu auras, toi, des étoiles qui savent rire

Et il rit encore.",B1
1213,- Et quand tu seras consolé (on se console toujours) tu seras content de m'avoir connu.,B1
1214,Tu seras toujours mon ami.,A2
1215,Tu auras envie de rire avec moi.,A2
1216,"Et tu ouvriras parfois ta fenêtre, comme ça, pour le plaisir...",A2
1217,Et tes amis seront bien étonnés de te voir rire en regardant le ciel.,A2
1218,"Alors tu leur diras :""Oui, les étoiles, ça me fait toujours rire !",A2
1219,"""Et ils te croiront fou.",B1
1220,Je t'aurai joué un bien vilain tour...,B2
1221,Et il rit encore.,A2
1222,"- Ce sera comme si je t'avais donné, au lieu d'étoiles, des tas de petits grelots qui savent rire...",A2
1223,Et il rit encore.,A2
1224,"Puis il redevint sérieux

- Cette nuit... tu sais... ne viens pas.",B2
1225,- Je ne te quitterai pas.,A2
1226,- J'aurai l'air d'avoir mal... j'aurai un peu l'air de mourir.,A2
1227,C'est comme ça.,A2
1228,"Ne viens pas voir ça, ce n'est pas la peine.",A1
1229,- Je ne te quitterai pas.,A2
1230,Mais il était soucieux.,B1
1231,- je te dis ça... c'est à cause aussi du serpent.,A2
1232,"Il ne faut pas qu'il te morde... Les serpents, c'est méchant.",A2
1233,"Ça peut mordre pour le plaisir...

- Je ne te quitterai pas.",A2
1234,"Mais quelque chose le rassura

- C'est vrai qu'ils n'ont plus de venin pour la seconde morsure...

Cette nuit-là je ne le vis pas se mettre en route.",B1
1235,Il s'était évadé sans bruit.,B1
1236,"Quand je réussis à le rejoindre il marchait décidé, d'un pas rapide.",B1
1237,"Il me dit seulement :

- Ah !",B1
1238,Tu es là...,A1
1239,Et il me prit par la main.,A2
1240,"Mais il se tourmenta encore:

- Tu as eu tort.",B1
1241,Tu auras de la peine.,A2
1242,"J'aurai l'air d'être mort et ce ne sera pas vrai...

Moi je me taisais.",A2
1243,- Tu comprends.,A1
1244,C'est trop loin.,A1
1245,Je ne peux pas emporter ce corps-là.,A2
1246,C'est trop lourd.,A1
1247,Moi je me taisais.,A2
1248,- Mais ce sera comme une vieille écorce abandonnée.,B1
1249,"Ce n'est pas triste les vieilles écorces...

Moi je me taisais.",B1
